device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,supplier_id,supplier_rating,logistics_partner,shipment_status,weather_condition,manual_risk_label,delivery_delay_days,order_to_delivery_days,is_delayed,temp_risk,vibration_risk,inventory_risk,social_media_length,news_alert_length,system_log_length
42,0,12.18,61.43,2.43,0,172,251,83,1.17,1,1,0,1,7,26.5,1,1,0,0,23,22,26
43,2,25.35,59.84,4.53125,0,228,1177,79,3.78,2,2,2,0,-1,8.0,0,1,0,0,19,13,13
24,0,21.49,40.33,4.53125,0,53,554,59,4.6,3,0,2,0,0,16.0,0,1,0,0,19,13,13
32,0,35.95,41.92,0.49,0,347,555,13,2.55,1,0,2,0,-1,9.0,0,0,1,0,19,13,13
38,1,21.22,41.25,0.67,0,227,1849,75,3.79,2,2,2,0,7,26.5,1,1,2,0,19,13,13
38,0,15.44,53.62,2.52,0,219,594,44,1.53,0,1,0,1,-1,14.0,0,1,0,0,23,22,26
44,0,33.42,32.7,3.77,1,9,1609,62,4.46,1,0,1,2,7,20.0,1,0,0,0,25,27,23
35,1,30.9,45.31,4.53125,0,176,756,93,4.0,3,1,0,1,-1,12.0,0,0,0,0,23,22,26
45,1,30.77,46.25,1.26,0,416,2177,34,2.66,3,2,2,0,-4,12.0,0,0,2,0,19,13,13
9,1,24.46,49.45,3.0,0,464,1163,78,4.0,0,0,2,0,-3,14.0,0,1,0,0,19,13,13
25,1,25.83,58.08,1.94,0,201,892,45,1.99,3,0,2,0,3,17.0,1,1,0,0,19,13,13
32,0,19.66,48.58,4.53125,0,204,1313,66,4.51,2,2,2,0,-1,13.0,0,1,0,0,19,13,13
41,1,10.858749999999995,47.32,2.67,0,305,2276,88,3.21,0,1,0,1,7,23.0,1,1,0,0,23,22,26
21,2,30.13,51.66,0.77,0,111,449,51,2.68,2,0,2,0,-1,10.0,0,0,2,0,19,13,13
16,1,27.97,62.13,2.45,0,102,2460,95,1.06,3,0,2,0,-4,10.0,0,1,0,0,19,13,13
9,1,30.29,32.41,0.75,0,346,1193,92,3.91,2,0,0,1,-1,8.0,0,0,2,0,23,22,26
42,0,14.85,69.61,3.62,1,29,910,94,4.45,0,0,1,2,0,10.0,0,1,0,0,25,27,23
43,0,24.93,57.96,0.45,0,471,1338,37,3.48,2,0,2,0,-2,6.0,0,1,1,0,19,13,13
12,2,19.26,43.98,1.3,0,458,2474,5,1.52,1,1,2,0,-3,7.0,0,1,2,0,19,13,13
39,2,26.83,40.6,0.3,0,183,2289,73,4.5,3,0,2,0,0,7.0,0,1,1,0,19,13,13
21,1,27.34,50.15,1.38,0,50,907,61,1.68,1,2,2,0,-3,5.0,0,1,2,0,19,13,13
25,2,20.92,44.41,0.14,1,0,261,72,2.42,3,2,0,1,0,9.0,0,1,1,0,23,22,26
48,0,18.91,38.4,0.15,1,46,1935,79,1.33,2,1,0,1,-3,16.0,0,1,1,0,23,22,26
21,1,24.44,47.79,2.46,0,112,1397,39,4.95,1,1,2,0,-2,16.0,0,1,0,0,19,13,13
43,2,29.0,50.69,0.4,1,27,1021,20,2.85,2,2,2,0,0,10.0,0,1,1,0,19,13,13
44,2,29.26,40.12,3.38,0,237,14,88,1.12,0,0,0,1,-1,14.0,0,1,0,0,23,22,26
6,1,23.21,59.02,0.76,0,191,1336,87,2.51,2,0,2,0,-1,12.0,0,1,2,0,19,13,13
31,0,21.77,39.18,0.19,0,144,970,69,2.9,2,1,2,0,0,12.0,0,1,1,0,19,13,13
9,2,31.72,36.92,0.98,0,227,349,39,3.35,3,0,2,0,0,7.0,0,0,2,0,19,13,13
23,0,22.8,65.82,0.2,0,424,1427,64,4.6,0,0,2,0,-2,12.0,0,1,1,0,19,13,13
32,2,17.92,55.95,1.03,0,453,2018,32,1.95,1,2,2,0,-3,12.0,0,1,2,0,19,13,13
38,0,21.75,45.13,0.31,0,317,101,73,1.22,1,2,2,0,2,20.0,1,1,1,0,19,13,13
27,0,28.99,51.45,0.01,0,117,2077,74,1.68,0,1,2,0,-2,9.0,0,1,1,0,19,13,13
46,1,27.64,52.08,1.22,0,391,1633,41,4.35,1,2,2,0,-2,12.0,0,1,2,0,19,13,13
19,0,20.45,56.39,2.0,0,139,2312,97,3.44,1,0,2,0,-4,9.0,0,1,0,0,19,13,13
13,1,28.19,33.38,0.25,0,355,1526,65,3.38,1,1,2,0,-3,7.0,0,1,1,0,19,13,13
23,1,21.26,28.61,1.19,0,137,264,46,2.29,0,1,0,1,7,26.5,1,1,2,0,23,22,26
43,2,21.99,57.6,1.72,0,272,996,16,2.89,3,0,2,0,-5,9.0,0,1,0,0,19,13,13
48,2,31.44,54.65,0.17,0,68,1150,70,4.86,1,1,2,0,2,12.0,1,0,1,0,19,13,13
46,2,26.86,43.96,4.18,0,75,549,82,4.71,2,0,2,0,0,13.0,0,1,0,0,19,13,13
26,0,27.9,54.97,2.08,0,315,1295,60,1.66,2,0,2,0,-4,11.0,0,1,0,0,19,13,13
1,1,27.72,60.35,1.11,0,131,940,95,3.35,2,2,2,0,-4,15.0,0,1,2,0,19,13,13
45,1,22.5,69.07,1.88,0,287,1602,0,2.21,3,1,0,1,-2,14.0,0,1,0,0,23,22,26
31,0,25.09,66.76,0.4,0,224,2281,68,3.13,0,0,2,0,-3,8.0,0,1,1,0,19,13,13
29,0,13.55,64.32,0.61,0,178,1760,24,1.56,2,1,0,1,-2,13.0,0,1,2,0,23,22,26
6,1,27.55,62.47,1.14,0,230,214,90,4.99,0,0,2,0,-2,12.0,0,1,2,0,19,13,13
25,2,29.14,60.1,2.26,0,288,616,42,3.28,1,0,2,0,-5,13.0,0,1,0,0,19,13,13
27,1,27.39,53.34,0.63,0,293,79,83,2.52,2,2,2,0,-2,9.0,0,1,2,0,19,13,13
8,1,36.29,40.66,1.05,0,135,1851,42,1.92,0,0,0,1,-1,15.0,0,0,2,0,23,22,26
40,1,29.82,59.74,1.54,0,242,2505,8,3.86,2,1,2,0,-3,7.0,0,1,2,0,19,13,13
6,0,30.91,53.58,4.53125,0,359,435,97,2.6,1,0,0,1,1,13.0,1,0,0,0,23,22,26
39,1,28.27,49.44,0.25,0,140,141,7,1.4,3,0,2,0,-3,5.0,0,1,1,0,19,13,13
20,2,29.34,40.63,1.35,0,491,1165,72,3.79,2,2,2,0,-2,15.0,0,1,2,0,19,13,13
46,0,26.08,54.42,0.25,0,91,1791,63,1.28,2,2,2,0,-1,15.0,0,1,1,0,19,13,13
35,1,23.35,45.3,0.27,0,419,2157,59,4.68,3,1,2,0,-1,9.0,0,1,1,0,19,13,13
2,2,25.28,60.94,1.34,0,148,2072,38,3.98,0,1,2,0,-4,11.0,0,1,2,0,19,13,13
23,1,28.08,43.7,1.39,0,290,979,13,3.15,2,0,2,0,-3,12.0,0,1,2,0,19,13,13
15,0,23.85,56.28,0.64,0,417,1395,84,3.35,0,0,2,0,7,24.0,1,1,2,0,19,13,13
30,0,27.36,34.7,0.27,0,343,238,36,4.12,2,1,2,0,-3,15.0,0,1,1,0,19,13,13
6,0,20.47,42.79,0.36,1,48,937,86,4.84,2,1,2,0,-3,14.0,0,1,1,0,19,13,13
35,0,23.66,38.93,0.13,0,188,184,4,2.2,3,1,2,0,-4,9.0,0,1,1,0,19,13,13
46,1,20.65,33.88,0.83,0,439,1539,25,1.82,2,1,0,1,7,21.0,1,1,2,0,23,22,26
27,0,37.85,38.93,0.1,0,77,1289,61,3.11,3,1,2,0,0,10.0,0,0,1,0,19,13,13
48,1,17.33,77.24375,1.03,0,434,367,86,1.73,0,1,0,1,-2,7.0,0,1,2,0,23,22,26
46,1,17.96,42.22,1.55,0,379,73,15,4.92,0,0,2,0,0,14.0,0,1,2,0,19,13,13
31,1,31.11,28.26,0.44,0,470,1728,60,1.08,1,1,0,1,1,9.0,1,0,1,0,23,22,26
13,0,25.49,48.7,0.3,0,96,1073,81,3.88,0,1,2,0,1,17.0,1,1,1,0,19,13,13
36,1,31.25,54.2,4.53125,0,499,570,4,1.82,3,0,0,1,2,10.0,1,0,0,0,23,22,26
47,2,27.97,46.9,0.02,0,262,2489,58,4.39,3,1,2,0,-1,10.0,0,1,1,0,19,13,13
19,0,31.84,59.58,3.62,0,196,764,62,2.04,0,0,0,1,0,12.0,0,0,0,0,23,22,26
39,1,31.58,32.47,0.47,0,260,1058,30,4.1,3,2,0,1,-3,13.0,0,0,1,0,23,22,26
28,0,29.75,46.39,0.37,0,341,1672,35,1.46,2,2,2,0,1,10.0,1,1,1,0,19,13,13
46,0,26.42,50.39,0.96,0,223,1029,2,1.09,1,0,2,0,-4,16.0,0,1,2,0,19,13,13
49,0,26.54,32.9,1.51,0,358,1000,26,3.58,2,2,2,0,-5,6.0,0,1,2,0,19,13,13
45,2,19.78,47.78,3.46,0,97,15,16,1.07,3,2,0,1,-2,9.0,0,1,0,0,23,22,26
37,2,16.85,55.52,1.21,0,152,642,30,3.88,3,2,2,0,-2,6.0,0,1,2,0,19,13,13
8,2,20.51,40.9,1.98,0,97,619,14,3.66,1,0,2,0,-3,13.0,0,1,0,0,19,13,13
45,1,15.8,37.2,1.1,0,63,2399,57,4.83,2,1,2,0,0,15.0,0,1,2,0,19,13,13
41,0,23.87,62.08,3.71,0,186,2428,82,3.27,1,2,2,0,-4,9.0,0,1,0,0,19,13,13
18,1,35.41,46.95,4.14,0,68,521,9,2.08,1,0,0,1,-3,13.0,0,0,0,0,23,22,26
1,2,18.84,51.45,2.76,0,336,615,81,3.39,3,0,2,0,-4,10.0,0,1,0,0,19,13,13
27,1,30.75,42.97,0.17,0,200,2132,55,2.65,1,1,2,0,-4,14.0,0,0,1,0,19,13,13
36,0,28.84,66.01,0.92,0,290,1047,29,4.2,0,0,2,0,1,16.0,1,1,2,0,19,13,13
18,1,19.56,59.29,1.34,0,274,464,40,4.23,3,0,2,0,-3,11.0,0,1,2,0,19,13,13
38,1,26.09,69.46,0.14,0,79,329,11,3.93,0,2,0,1,7,16.0,1,1,1,0,23,22,26
49,0,27.8,60.81,1.77,0,197,291,71,4.61,3,1,2,0,7,26.5,1,1,0,0,19,13,13
19,1,31.77,60.29,0.08,1,25,1969,76,3.82,3,0,0,1,-3,5.0,0,0,1,0,23,22,26
30,0,29.09,51.34,0.05,0,116,1033,28,1.77,1,0,2,0,-1,10.0,0,1,1,0,19,13,13
16,2,24.02,40.36,2.38,0,222,1324,54,4.38,1,1,2,0,7,24.0,1,1,0,0,19,13,13
11,2,29.69,44.84,0.06,0,158,1293,44,3.24,1,2,2,0,-2,10.0,0,1,1,0,19,13,13
30,0,30.09,49.5,1.13,0,473,1869,94,1.26,1,2,0,1,1,9.0,1,0,2,0,23,22,26
5,1,27.06,30.7,2.35,0,408,1955,20,3.08,3,0,2,0,0,15.0,0,1,0,0,19,13,13
45,0,30.05,48.04,0.81,0,226,412,20,1.09,1,1,0,1,7,15.0,1,0,2,0,23,22,26
9,1,25.41,60.65,4.2,0,226,1976,56,1.04,0,0,0,1,-5,12.0,0,1,0,0,23,22,26
43,0,24.88,44.45,1.3,0,235,550,14,4.07,3,1,2,0,7,26.5,1,1,2,0,19,13,13
25,0,16.59,32.41,2.01,0,477,1449,50,2.87,1,2,2,0,-2,5.0,0,1,0,0,19,13,13
12,2,28.93,45.48,1.89,0,292,670,41,1.07,1,2,2,0,-3,9.0,0,1,0,0,19,13,13
42,1,24.83,52.34,0.73,0,343,860,68,4.83,2,1,2,0,-4,7.0,0,1,2,0,19,13,13
37,1,21.76,58.02,1.33,0,294,351,55,4.78,1,0,2,0,7,21.0,1,1,2,0,19,13,13
13,0,36.55,43.36,0.27,0,51,2003,90,2.61,0,0,2,0,-4,14.0,0,0,1,0,19,13,13
18,2,22.62,55.97,2.66,0,365,1532,58,1.71,3,2,0,1,-5,7.0,0,1,0,0,23,22,26
47,2,21.88,44.45,2.27,0,261,2038,67,3.52,1,0,2,0,1,19.0,1,1,0,0,19,13,13
42,1,25.48,35.0,1.36,0,240,1074,9,2.58,1,1,2,0,-2,10.0,0,1,2,0,19,13,13
4,1,28.98,60.49,0.25,0,159,1648,30,3.49,1,2,2,0,-1,16.0,0,1,1,0,19,13,13
4,2,13.77,41.22,0.48,1,28,755,22,4.82,0,0,0,1,7,25.0,1,1,1,0,23,22,26
43,0,26.43,53.34,1.6,0,260,2104,82,2.13,3,1,2,0,-2,18.0,0,1,2,0,19,13,13
1,1,23.82,51.02,1.14,1,36,337,80,3.73,3,0,2,0,-4,12.0,0,1,2,0,19,13,13
33,1,10.858749999999995,41.3,1.35,0,185,2375,59,3.65,0,2,2,0,-1,8.0,0,1,2,0,19,13,13
16,1,30.52,51.33,1.99,0,215,372,78,3.63,0,0,2,0,4,20.0,1,0,0,0,19,13,13
29,0,29.1,55.07,1.79,0,169,196,83,3.8,2,0,2,0,-5,12.0,0,1,0,0,19,13,13
24,0,25.97,48.41,4.53125,0,248,745,13,4.3,3,1,2,0,-4,5.0,0,1,0,0,19,13,13
26,0,23.15,41.66,2.04,0,414,849,90,3.22,0,0,2,0,-2,5.0,0,1,0,0,19,13,13
27,0,20.95,58.62,0.32,1,12,786,36,4.92,0,0,2,0,-1,12.0,0,1,1,0,19,13,13
38,0,18.2,57.46,1.51,0,343,253,8,1.51,3,2,2,0,2,20.0,1,1,2,0,19,13,13
38,1,30.93,47.64,0.75,0,334,1343,19,1.41,3,2,0,1,7,24.0,1,0,2,0,23,22,26
37,2,25.88,54.09,0.11,0,218,1642,16,4.08,1,0,2,0,-4,9.0,0,1,1,0,19,13,13
17,0,23.83,68.47,0.09,0,119,1552,11,4.49,0,1,2,0,-5,7.0,0,1,1,0,19,13,13
11,1,22.21,53.77,2.13,1,6,1451,43,4.29,0,2,2,0,-2,7.0,0,1,0,0,19,13,13
49,2,30.68,45.43,0.44,0,470,374,64,2.09,1,1,0,1,0,10.0,0,0,1,0,23,22,26
45,0,18.85,48.22,2.38,0,156,638,19,4.36,2,2,2,0,-4,14.0,0,1,0,0,19,13,13
2,0,21.38,57.31,0.21,0,194,2051,46,1.6,2,0,0,1,7,25.0,1,1,1,0,23,22,26
10,0,28.25,49.01,0.82,0,442,2105,30,4.04,3,0,2,0,7,26.5,1,1,2,0,19,13,13
16,0,15.77,44.33,0.58,0,421,2067,99,1.85,0,1,2,0,-3,12.0,0,1,2,0,19,13,13
19,2,25.37,47.71,0.69,0,270,983,32,3.17,1,1,2,0,-1,15.0,0,1,2,0,19,13,13
16,0,22.91,45.18,0.14,1,7,498,36,4.38,1,2,2,0,4,18.0,1,1,1,0,19,13,13
21,0,28.21,63.29,0.21,0,180,725,28,4.87,0,0,2,0,7,26.0,1,1,1,0,19,13,13
19,2,24.19,36.59,0.0,0,454,1847,30,3.74,0,2,2,0,-3,13.0,0,1,1,0,19,13,13
6,2,18.21,46.84,1.01,0,318,1503,18,2.3,2,2,2,0,0,9.0,0,1,2,0,19,13,13
24,0,17.73,69.65,4.53125,0,208,677,78,1.29,1,2,0,1,-4,12.0,0,1,0,0,23,22,26
8,2,22.74,25.76,1.37,1,31,736,67,4.03,0,2,0,1,-2,16.0,0,1,2,0,23,22,26
7,1,29.7,58.46,0.24,0,75,596,53,1.57,0,2,0,1,7,25.0,1,1,1,0,23,22,26
25,0,37.01,49.77,1.82,0,201,2481,73,4.76,2,1,2,0,0,10.0,0,0,0,0,19,13,13
10,1,25.31,42.2,3.21,0,413,10,30,1.31,0,2,0,1,-3,14.0,0,1,0,0,23,22,26
27,1,19.99,47.19,1.26,0,173,333,64,4.29,1,0,2,0,-2,16.0,0,1,2,0,19,13,13
22,0,25.51,47.26,4.53125,0,316,1809,95,1.13,1,0,0,1,0,13.0,0,1,0,0,23,22,26
15,2,34.06,53.58,3.07,0,177,503,17,4.13,1,0,0,1,-1,16.0,0,0,0,0,23,22,26
14,0,23.32,74.13,1.62,0,207,856,89,4.27,0,1,2,0,-2,17.0,0,1,0,0,19,13,13
49,2,35.38,43.11,1.12,0,361,2148,25,3.9,1,2,2,0,-2,6.0,0,0,2,0,19,13,13
13,1,33.66,60.75,0.98,0,242,2408,60,4.9,3,2,2,0,-5,11.0,0,0,2,0,19,13,13
10,1,19.84,44.71,2.34,0,182,234,34,1.65,1,0,2,0,-3,15.0,0,1,0,0,19,13,13
18,0,27.53,30.03,1.02,0,411,2060,23,3.72,0,1,2,0,-3,11.0,0,1,2,0,19,13,13
16,0,23.71,33.31,3.04,0,158,1255,10,4.38,0,1,0,1,-3,7.0,0,1,0,0,23,22,26
28,1,31.92,57.57,2.19,0,443,1516,41,4.47,3,0,2,0,-1,6.0,0,0,0,0,19,13,13
32,0,17.19,70.02,1.94,0,227,1986,44,4.6,0,2,0,1,6,17.0,1,1,0,0,23,22,26
34,1,16.84,44.27,1.35,0,245,1303,9,2.54,0,0,2,0,0,16.0,0,1,2,0,19,13,13
42,0,31.23,48.73,0.4,0,281,793,77,4.64,0,2,2,0,1,8.0,1,0,1,0,19,13,13
44,2,22.25,43.28,4.53125,0,374,1706,72,1.28,1,1,0,1,-3,11.0,0,1,0,0,23,22,26
38,1,20.53,48.6,0.78,1,13,1725,97,2.44,1,1,0,1,-2,12.0,0,1,2,0,23,22,26
27,1,19.22,53.19,0.74,1,27,1853,31,3.63,1,2,2,0,-3,10.0,0,1,2,0,19,13,13
25,0,30.54,42.92,0.21,0,300,1810,33,1.94,3,1,0,1,-1,13.0,0,0,1,0,23,22,26
5,0,24.25,59.96,0.6,0,92,1352,15,4.32,2,2,2,0,-1,13.0,0,1,2,0,19,13,13
3,0,17.22,45.72,1.44,1,0,2092,85,2.44,3,1,0,1,-3,6.0,0,1,2,0,23,22,26
29,0,32.02,33.94,0.66,0,203,1371,91,4.38,2,0,0,1,-1,10.0,0,0,2,0,23,22,26
6,2,26.81,62.99,3.04,0,107,989,63,1.14,1,0,0,1,0,9.0,0,1,0,0,23,22,26
30,1,18.81,56.29,0.3,0,58,2190,78,3.03,1,2,2,0,-1,14.0,0,1,1,0,19,13,13
18,0,29.58,53.46,0.91,0,494,2236,98,2.37,0,1,2,0,-2,15.0,0,1,2,0,19,13,13
49,1,19.67,50.92,0.21,0,307,361,87,1.81,3,2,2,0,-1,15.0,0,1,1,0,19,13,13
35,0,26.38,43.49,0.88,1,4,893,64,2.02,1,2,0,1,7,26.5,1,1,2,0,23,22,26
1,1,24.49,49.73,0.42,1,25,813,90,3.28,2,0,0,1,7,17.0,1,1,1,0,23,22,26
10,2,30.53,61.87,0.36,0,463,1192,35,3.67,2,1,2,0,0,13.0,0,0,1,0,19,13,13
34,0,15.75,59.43,0.26,0,191,451,75,4.91,2,2,2,0,-2,13.0,0,1,1,0,19,13,13
41,0,30.03,47.48,2.29,0,76,1592,3,1.44,1,2,0,1,-1,14.0,0,0,0,0,23,22,26
8,0,31.12,56.94,3.9,1,18,1019,79,4.05,1,0,0,1,1,19.0,1,0,0,0,23,22,26
28,1,23.51,63.76,2.55,0,343,1415,87,3.6,0,0,2,0,-2,12.0,0,1,0,0,19,13,13
